ORGANISM_NAME,ORGANISM_NAME_OTHER,ORGANISM_CODE,ORGANISM_CLASS,TAX_ID,PARENT_TAX_ID,TAX_RANK,DIVISION,DIVISION_CODE,LINEAGE,STATUS,ACREATEDBY,ACREATEDDATE,AMODIFIEDBY,AMODIFIEDDATE
Abeliophyllum distichum,,,,126358,126357,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Oleaceae; Forsythieae; Abeliophyllum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abelmoschus angulosus,,,,1610808,183218,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abelmoschus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abelmoschus caillei,,,,1401368,183218,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abelmoschus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abelmoschus crinitus,,,,1682376,183218,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abelmoschus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abelmoschus enbeepeegearensis,,,,1610810,183218,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abelmoschus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abelmoschus esculentus,,,,455045,183218,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abelmoschus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abelmoschus ficulneus,,,,183219,183218,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abelmoschus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abelmoschus manihot,,,,183220,183218,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abelmoschus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abelmoschus moschatus,,,,1170222,183218,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abelmoschus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abelmoschus sagittifolius,,,,1898876,183218,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abelmoschus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abelmoschus tuberculatus,,,,1610815,183218,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abelmoschus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abeomelomys sevia,,,Mammalian,491870,491869,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Abeomelomys,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies alba,,,,45372,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies amabilis,,,,97174,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies balsamea,,,,90345,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies beshanzuensis,,,,123605,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrahamia elongata,,,,289784,289243,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Anacardiaceae; 'Abrahamia',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrahamia lenticellata,,,,289786,289243,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Anacardiaceae; 'Abrahamia',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrahamia littoralis,,,,289789,289243,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Anacardiaceae; 'Abrahamia',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrahamia phillipsonii,,,,418440,289243,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Anacardiaceae; 'Abrahamia',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrahamia suarezensis,,,,289792,289243,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Anacardiaceae; 'Abrahamia',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Anthracinomyces petraeus,,,Fungi,1628680,1940210,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; Trichomeriaceae; 'Anthracinomyces',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Anthracinomyces ramosus,,,Fungi,1628683,1940210,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; Trichomeriaceae; 'Anthracinomyces',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Halosarcinochlamys cherokeensis,,,,327047,362822,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Halosarcinochlamys,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Hermogenodendron concinnum,,,,289779,289778,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Anacardiaceae; 'Hermogenodendron',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Lithophila guttulata,,,Fungi,1690604,1940209,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; Trichomeriaceae; 'Lithophila',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Oreofraga morrisiana,,,,99518,99517,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiineae; Apiaceae; Apioideae; Heteromorpheae; Malagasy clade; 'Oreofraga',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Rughidia cordata,,,,99529,99528,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiineae; Apiaceae; Apioideae; apioid superclade; Echinophoreae; 'Rughidia',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Rughidia milleri,,,,99530,99528,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiineae; Apiaceae; Apioideae; apioid superclade; Echinophoreae; 'Rughidia',,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Aa calceata,,,Fungi,651506,152839,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; Asparagales; Orchidaceae; Orchidoideae; Cranichideae; Cranichidinae; Aa,,ORGDB,11/OCT/17,ORGDB,16/OCT/18
Aa colombiana,,,Fungi,415388,152839,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; Asparagales; Orchidaceae; Orchidoideae; Cranichideae; Cranichidinae; Aa,,ORGDB,11/OCT/17,ORGDB,16/OCT/18
Aa hartwegii,,,Fungi,415389,152839,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; Asparagales; Orchidaceae; Orchidoideae; Cranichideae; Cranichidinae; Aa,,ORGDB,11/OCT/17,ORGDB,16/OCT/18
Aa leucantha,,,Fungi,651507,152839,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; Asparagales; Orchidaceae; Orchidoideae; Cranichideae; Cranichidinae; Aa,,ORGDB,11/OCT/17,ORGDB,16/OCT/18
Aa paleacea,,,Fungi,78696,152839,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; Asparagales; Orchidaceae; Orchidoideae; Cranichideae; Cranichidinae; Aa,,ORGDB,11/OCT/17,ORGDB,16/OCT/18
Aaosphaeria arxii,,,Fungi,1450171,1450170,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporales incertae sedis; Aaosphaeria,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Aaronsohnia factorovskyi,,,Fungi,314051,99021,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Anthemideae; Mediterranean clade; Mediterranean clade incertae sedis; Aaronsohnia,,ORGDB,11/OCT/17,ORGDB,16/OCT/18
Aaronsohnia pubescens,,,Fungi,99022,99021,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Anthemideae; Mediterranean clade; Mediterranean clade incertae sedis; Aaronsohnia,,ORGDB,11/OCT/17,ORGDB,16/OCT/18
Abies lasiocarpa,,,,34340,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies lowiana,,,,587726,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies magnifica,,,,3320,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies mariesii,,,,78263,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies nebrodensis,,,,97176,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies nephrolepis,,,,97171,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies nordmanniana,,,,97177,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies nukiangensis,,,,1055014,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies numidica,,,,88725,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies pindrow,,,,425843,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies pinsapo,,,,56046,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies procera,,,,97175,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies recurvata,,,,1045218,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies religiosa,,,,425948,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies sachalinensis,,,,78264,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies sibirica,,,,97169,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies spectabilis,,,,342581,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies squamata,,,,1045220,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies veitchii,,,,78262,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies vejarii,,,,1108717,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies yuanbaoshanensis,,,,745664,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abies ziyuanensis,,,,425844,3319,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinidae; Pinales; Pinaceae; Abies,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abietinella abietina,,,,61542,61533,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Hypnanae; Hypnales; Thuidiaceae; Abietinella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abietinella hystricosa,,,,1357581,61533,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Hypnanae; Hypnales; Thuidiaceae; Abietinella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abildgaardia hygrophila,,,,529420,76407,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; commelinids; Poales; Cyperaceae; Cyperoideae; Abildgaardieae; Abildgaardia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abildgaardia ovata,,,,76408,76407,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; commelinids; Poales; Cyperaceae; Cyperoideae; Abildgaardieae; Abildgaardia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abuta racemosa,,,,1504161,341012,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; early-diverging eudicotyledons; Ranunculales; Menispermaceae; Menispermoideae; Anomospermeae; Abuta,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
