ORGANISM_ID,ORGANISM_NAME,ORGANISM_DESCRIPTION,STRAIN_ID,STRAIN_TYPE,STRAIN_CODE,STRAIN_DESCRIPTION,STRAIN_NOTES,ORGANISM_CLASS,RISK_GROUP,PATHOGEN,BIOLOGIST,IMPORT_PERMIT,OXYGEN_PREF,ATMOSPHERE_PREF,NUTRIENT_PREF,BIOFILM_PREF,STATUS,ACREATEDBY,ACREATEDDATE,AMODIFIEDBY,AMODIFIEDDATE,TAX_ID,BIOL_APPROVAL,SPECIAL_PRECAUTION,STRAIN_TISSUE,SCREEN_PANEL,LAB_RESTRICTION,SEQUENCE,SEQUENCE_LINK,SEQUENCE_MLST,MTA_DOCUMENT,MTA_STATUS,GEN_TYPE
GN_073,Escherichia coli,,3083559 NZ-17000 =  EC2 A -20-3,Serial passage,Ec sp(Arenicin),3083559 NZ-17000 =  EC2 A -20-3,,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,Antibiogram GN,PC2.3,,,,,,
GN_074,Klebsiella pneumoniae,,3083832 NZ-17000 =   KP1 A -20-3,Serial passage,Kp sp(Arenicin),3083832 NZ-17000 =   KP1 A -20-3,,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,Antibiogram GN,PC2.3,,,,,,
GN_075,Klebsiella pneumoniae,,3083583 NZ-17000 =   KP2 E -20-3,Serial passage,Kp sp(Arenicin),3083583 NZ-17000 =   KP2 E -20-3,,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,Antibiogram GN,PC2.3,,,,,,
GN_076,Pseudomonas aeruginosa,,ATCC 27853 NZ-17000 =   PA1 E -20-3,Serial passage,Pa sp(Arenicin),ATCC 27853 NZ-17000 =   PA1 E -20-3,,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,287,,,,Antibiogram GN,PC2.3,,,,,,
GN_077,Pseudomonas aeruginosa,,3083655 NZ-17000 =   PA2 E -20-3,Serial passage,Pa sp(Arenicin),3083655 NZ-17000 =   PA2 E -20-3,,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,287,,,,Antibiogram GN,PC2.3,,,,,,
GN_078,Acinetobacter baumannii,,3083835 NZ-17000 =   AB1 A -20-3,Serial passage,Ab sp(Arenicin),3083835 NZ-17000 =   AB1 A -20-3,,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,470,,,,Antibiogram GN,PC2.3,,,,,,
GN_079,Acinetobacter baumannii,,3083684 NZ-17000 =   AB2 E -20-3,Serial passage,Ab sp(Arenicin),3083684 NZ-17000 =   AB2 E -20-3,,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,470,,,,Antibiogram GN,PC2.3,,,,,,
GN_080,Escherichia coli,,MS3137,Clinical Isolate;Resistant,Ec MS3137,MS3137,,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,a.frei,11/APR/19,562,,,,Antibiogram GN;COLOP Std,PC2.3,,,,,,
GN_081,Escherichia coli,,MS5701,Control,,ATCC 25922,,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.1,,,,,,
GN_082,Escherichia coli,,MS5882; [m]ATCC25922,Mutant GMO,,MS5882; [m]ATCC25922,complementation of mlaC mutation from arenicin (adenium) induced isolates,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.3,,,,,,
GN_083,Escherichia coli,,MS5895; [m]EC958,Mutant GMO,,MS5895; [m]EC958,complementation of mlaC mutation from arenicin (adenium) induced isolates,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.3,,,,,,
GN_084,Escherichia coli,,MS5914; [m]ATCC25922,Mutant GMO,,MS5914; [m]ATCC25922,complementation of mlaC mutation from arenicin (adenium) induced isolates,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.3,,,,,,
GN_085,Escherichia coli,,MS5915; [m]EC958,Mutant GMO,,MS5915; [m]EC958,complementation of mlaC mutation from arenicin (adenium) induced isolates,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.3,,,,,,
GN_086,Escherichia coli,,MS5921; [m]ATCC25922,Mutant GMO,,MS5921; [m]ATCC25922,complementation of mlaC mutation from arenicin (adenium) induced isolates,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.3,,,,,,
GN_087,Escherichia coli,,MS5922; [m]ATCC25922,Mutant GMO,,MS5922; [m]ATCC25922,complementation of mlaC mutation from arenicin (adenium) induced isolates,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.3,,,,,,
GN_088,Escherichia coli,,MS5923; [m]EC958,Mutant GMO,,MS5923; [m]EC958,complementation of mlaC mutation from arenicin (adenium) induced isolates,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.3,,,,,,
GN_089,Escherichia coli,,MS5924; [m]EC958,Mutant GMO,,MS5924; [m]EC958,complementation of mlaC mutation from arenicin (adenium) induced isolates,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.3,,,,,,
GN_090,Klebsiella pneumoniae,,CI Koprana 100650638:2,Clinical Isolate;Resistant;Resistant XDR,,"METALLO- OR KPC, ESBL, Resistant GEN TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 1_GR_13 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868721,147,,,"OXA-10, SHV-11, TEM-1B, VEB-1, VIM-27, cmlA1, oqxA, oqxB, sul1, sul2, tet(A), tet(G), dfrA1, dfrA14, dfrA23, aac(6')lb-cr, fosA, mph(A), ARR-2, aacA4"
GN_091,Klebsiella pneumoniae,,CI Oyra (Kal) 100577812:1,Clinical Isolate;Resistant;Resistant XDR,,"METALLO- OR KPC, Resistant GEN TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 2_GR_12 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868722,258,,,"KPC-2, OXA-10, OXA-9, TEM-1A, VEB-1, CatA1, cmlA1, oqxA, oqxB, sul1, sul2, tet(A), tet(G), dfrA12, dfrA14, dfrA23, aac(6')Ib-cr, mph(A), ARR-2"
GN_092,Klebsiella pneumoniae,,CI Ptyela 100769465:3,Clinical Isolate;Resistant;Resistant XDR,,"METALLO- OR KPC, ESBL, Resistant GEN TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 3_GR_13 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868723,258,,,"KPC-2, OXA-10, TEM-1D, VEB-1, cmlA1, oqxA, oqxB, sul1, sul2, tet(A), tet(G), dfrA23, aac(6')Ib-cr, mph(A), ARR-2"
GN_093,Acinetobacter baumannii,,CI Ptyela 100734512:2,Clinical Isolate;Resistant,Ab Oxa,"METALLO- OR OXA, Resistant to polypeptides",,Gram-Negative,RG2,,A.Elliott,,Aerobic,,,,1,ORGDB,10/OCT/17,ORGDB,27/AUG/21,470,,,,Acinetobacter Ext;CO-ADD Ext GN;COLOP Std,PC2.3,WGS,Elliott et al unpublished,,,,"OXA-23, OXA-66, TEM-1D, tet(B), mph(E), msr(E)"
GN_094,Klebsiella pneumoniae,,CI Aima 100374759:1,Clinical Isolate;Resistant;Resistant XDR,,"Resistant to Tigecycline, Trimethoprim/Sulfamethoxazole","Media conditions: LB/ NA/ caMHB
a.k.a. 4_GR_12 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868724,258,,,"KPC-2, OXA-10, OXA-9, TEM-1A, VEB-1, CatA1, cmlA1, oqxA, oqxB, sul1, sul2, tet(A), tet(G), dfrA12, aac(6')Ib-cr, mph(A), ARR-2"
GN_095,Acinetobacter baumannii,,CI 100603857:1,Clinical Isolate;Resistant,,"METALLO- OR OXA, Resistant to polypeptides",,Gram-Negative,RG2,,A.Elliott,,Aerobic,,,,1,ORGDB,10/OCT/17,ORGDB,27/AUG/21,470,,,,,PC2.3,WGS,Elliott et al unpublished,,,,"OXA-23, OXA-66, TEM-1D, tet(B), mph(E), msr(E)"
GN_096,Klebsiella pneumoniae,,CI Koprana 100643820:2,Clinical Isolate;Resistant;Resistant XDR,,"METALLO- OR KPC, ESBL, Resistant GEN TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 5_GR_13 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868725,383,,,"SHV-1, VIM-19, floR, oqxA, oqxB, sul1, sul2, tet(A), dfrA1, dfrA12, aac(6')lb-cr, fosA, mph(A), aacA4"
GN_097,Klebsiella pneumoniae,,CI Koprana 100581511:11,Clinical Isolate;Resistant;Resistant XDR,,"METALLO- OR KPC, ESBL, Resistant GEN TOB NET AMI (AAC(6')+?)","Documented as PmxRes in the clinic - not in handling here
Media conditions: LB/ NA/ caMHB
a.k.a. 6_GR_12 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868726,383,,,"SHV-1, VIM-19, floR, oqxA, oqxB, sul1, sul2, tet(A), dfrA1, dfrA12, aac(6')lb-cr, fosA, mph(A), aacA4"
GN_098,Pseudomonas aeruginosa,,CI Ptyela 100633176:1,Clinical Isolate;Resistant,,"High level resistance to beta-lactams & carbapenems (IMPER), Resistant to polypeptides",Documented as PmxRes in the clinic - not in handling here,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,287,,,,,PC2.3,WGS,Elliott et al unpublished,,,,"catB3, cmlA1, sul1, aac(6')lb-cr, fosA, aacA4"
GN_099,Klebsiella pneumoniae,,CI Koprana 100779716:1,Clinical Isolate;Resistant;Resistant XDR,,"METALLO- OR KPC, ESBL, Resistant GEN TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 7_GR_13 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868727,258,,,"KPC-2, OXA-9, TEM-1A, CatA1, oqxA, oqxB, sul1, dfrA12, aac(6')Ib-cr, mph(A)"
GN_100,Pseudomonas aeruginosa,,CI Oyra (KAL) 100571000:1,Clinical Isolate;Resistant,,"High level resistance to beta-lactams & carbapenems (IMPER), Resistant to polypeptides",Documented as PmxRes in the clinic - not in handling here,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,ORGDB,27/AUG/21,287,,,,,PC2.3,WGS,Elliott et al unpublished,,,,"VIM-2, catB7, sul1, fosA"
GN_1000,Stenotrophomonas maltophilia,,2087174,Resistant MDR;Clinical Isolate,,,,Gram-Negative,,,A.Elliott,,,,,,,ORGDB,06/JAN/22,ORGDB,06/JAN/22,,,,,CARBX-IHMA,,,,,,,
GN_1001,Stenotrophomonas maltophilia,,2093894,Resistant MDR;Clinical Isolate,,,,Gram-Negative,,,A.Elliott,,,,,,,ORGDB,06/JAN/22,ORGDB,06/JAN/22,,,,,CARBX-IHMA,,,,,,,
GN_1002,Stenotrophomonas maltophilia,,2094435,Resistant MDR;Clinical Isolate,,,,Gram-Negative,,,A.Elliott,,,,,,,ORGDB,06/JAN/22,ORGDB,06/JAN/22,,,,,CARBX-IHMA,,,,,,,
GN_1003,Escherichia coli,,1,,Ec PK 1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1004,Escherichia coli,,2,,Ec PK 2,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1005,Escherichia coli,,4,,Ec PK 4,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1006,Escherichia coli,,6,,Ec PK 6,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1007,Escherichia coli,,7,,Ec PK 7,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1008,Escherichia coli,,9,,Ec PK 9,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1009,Escherichia coli,,10,,Ec PK 10,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_101,Pseudomonas aeruginosa,,CI Koprana 100769077:2,Clinical Isolate;Resistant,,"METALLO- OR OXA, High level resistance to beta-lactams & carbapenems (IMPER), Resistant to polypeptides",Documented as PmxRes in the clinic - not in handling here,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,ORGDB,27/AUG/21,287,,,,,PC2.3,WGS,Elliott et al unpublished,,,,"VIM-2, catB7, cmx, sul1, fosA"
GN_1010,Escherichia coli,,11,,Ec PK 11,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1011,Escherichia coli,,12,,Ec PK 12,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1012,Escherichia coli,,14,,Ec PK 14,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1013,Escherichia coli,,15,,Ec PK 15,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1014,Escherichia coli,,16,,Ec PK 16,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1015,Escherichia coli,,17,,Ec PK 17,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1016,Escherichia coli,,18,,Ec PK 18,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1017,Escherichia coli,,19,,Ec PK 19,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1018,Escherichia coli,,20,,Ec PK 20,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1019,Escherichia coli,,21,,Ec PK 21,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_102,Klebsiella pneumoniae,,CI Koprana 100650661:1,Clinical Isolate;Resistant;Resistant XDR,Kp CI,"METALLO- OR KPC, ESBL, Resistant GEN TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 8_GR_13 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,a.elliott,24/JUN/20,573,,,,COLOP Std,PC2.3,WGS,NCBI SAMN04868728,258,,,"KPC-2, OXA-10, OXA-9, TEM-1B, VEB-1, CatA1, cmlA1, oqxA, oqxB, sul1, sul2, tet(A), tet(G), dfrA12, dfrA14, dfrA23, aac(6')Ib-cr, mph(A), ARR-2"
GN_1020,Escherichia coli,,22,,Ec PK 22,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1021,Escherichia coli,,23,,Ec PK 23,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1022,Escherichia coli,,24,,Ec PK 24,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1023,Escherichia coli,,26,,Ec PK 26,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1024,Escherichia coli,,28,,Ec PK 28,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1025,Escherichia coli,,29,,Ec PK 29,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1026,Escherichia coli,,30,,Ec PK 30,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1027,Escherichia coli,,31,,Ec PK 31,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1028,Escherichia coli,,32,,Ec PK 32,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1029,Escherichia coli,,33,,Ec PK 33,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_103,Klebsiella pneumoniae,,CI Brogxikes Ekkri 200640349:1,Clinical Isolate;Resistant;Resistant XDR,,"METALLO- OR KPC, ESBL, Resistant GEN TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 9_GR_12 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868729,258,,,"KPC-2, OXA-9, TEM-1A, CatA1, oqxA, oqxB, sul1, dfrA12, aac(6')Ib-cr, mph(A)"
GN_1030,Escherichia coli,,34,,Ec PK 34,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1031,Escherichia coli,,35,,Ec PK 35,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1032,Escherichia coli,,36,,Ec PK 36,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1033,Escherichia coli,,37,,Ec PK 37,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1034,Escherichia coli,,38,,Ec PK 38,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1035,Escherichia coli,,39,,Ec PK 39,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1036,Escherichia coli,,40,,Ec PK 40,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1037,Escherichia coli,,41,,Ec PK 41,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1038,Escherichia coli,,42,,Ec PK 42,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1039,Escherichia coli,,43,,Ec PK 43,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_104,Klebsiella pneumoniae,,CI Aima 100674919:1,Clinical Isolate;Resistant;Resistant XDR,,"Resistance to beta-lactams & carbapenems, Suseptible to Tigecycline, gentamicin.","Media conditions: LB/ NA/ caMHB
a.k.a. 10_GR_13 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868730,258,,,"KPC-2, OXA-9, TEM-1A, CatA1, oqxA, oqxB, sul1, dfrA12, aac(6')Ib-cr, mph(A)"
GN_1040,Escherichia coli,,44,,Ec PK 44,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1041,Escherichia coli,,45,,Ec PK 45,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1042,Escherichia coli,,46,,Ec PK 46,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1043,Escherichia coli,,47,,Ec PK 47,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1044,Escherichia coli,,48,,Ec PK 48,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1045,Escherichia coli,,49,,Ec PK 49,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1046,Escherichia coli,,50,,Ec PK 50,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1047,Escherichia coli,,51,,Ec PK 51,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1048,Escherichia coli,,52,,Ec PK 52,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1049,Escherichia coli,,53,,Ec PK 53,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_105,Pseudomonas aeruginosa,,PA9704,Clinical Isolate;Resistant,Pa,Polymyxin Resistant,,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,287,,,,Antibiogram GN; COLOP Std,PC2.3,,,,,,
GN_1050,Escherichia coli,,54,,Ec PK 54,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1051,Escherichia coli,,55,,Ec PK 55,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1052,Escherichia coli,,56,,Ec PK 56,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1053,Escherichia coli,,57,,Ec PK 57,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1054,Escherichia coli,,58,,Ec PK 58,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
GN_1055,Escherichia coli,,59,,Ec PK 59,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,10/FEB/22,ORGDB,17/AUG/22,,,,,CARBX-Pakistan-NIBGE,,,,,,,
